customerID;gender;Partner;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;PaperlessBilling;Churn
3768-VHXQO;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8952-WCVCD;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;No
2418-TPEUN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3963-RYFNS;Female;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
3198-VELRD;Female;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
8540-ZQGEA;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1320-REHCS;Male;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
4137-JOPHL;Female;No;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Yes;No
9436-ZBZCT;Male;No;Yes;Fiber optic;No;No;No;Yes;Yes;No;Yes;Yes
7801-CEDNV;Male;Yes;Yes;DSL;Yes;No;No;No;No;No;No;No
2057-BOYKM;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Yes;No
3658-QQJYD;Male;No;Yes;DSL;Yes;Yes;No;No;Yes;Yes;Yes;No
1803-BGNBD;Female;No;Yes;DSL;No;Yes;No;Yes;No;No;Yes;No
0134-XWXCE;Female;No;Yes;DSL;No;No;Yes;Yes;Yes;Yes;No;No
6950-TWMYB;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Yes;No
5848-FHRFC;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2243-FNMMI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2511-MORQY;Male;Yes;Yes;DSL;No;No;Yes;No;No;No;No;No
5356-KZCKT;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9470-XCCEM;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes;No
6519-CFDBX;Female;No;Yes;DSL;No;No;No;No;No;No;Yes;No
3902-MIVLE;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;No;No
0409-WTMPL;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;No
8763-KIAFH;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3669-WHAFY;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
3055-VTCGS;Female;No;Yes;DSL;No;No;Yes;No;No;Yes;No;No
3144-KMTWZ;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Yes;No
7279-BUYWN;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes
7156-MHUGY;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
7198-GLXTC;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;No;Yes
2007-QVGAW;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
5207-PLSTK;Male;Yes;Yes;DSL;Yes;No;No;No;No;No;Yes;No
2307-FYNNL;Male;No;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;No
5605-XNWEN;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2155-AMQRX;Female;No;Yes;DSL;No;No;No;Yes;No;No;Yes;No
6181-AXXYF;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5091-HFAZW;Female;No;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Yes;No
0516-VRYBW;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
2519-LBNQL;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
8623-ULFNQ;Female;No;Yes;DSL;No;No;No;Yes;No;Yes;Yes;No
8380-PEFPE;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
5687-DKDTV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
1568-LJSZU;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
7530-HDYDS;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Yes;Yes
7789-HKSBS;Female;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes;No
7416-CKTEP;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2586-CWXVV;Male;Yes;No;DSL;No;Yes;No;No;No;No;No;No
3096-IZETN;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;No;Yes
2348-KCJLT;Female;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Yes;No
8401-EMUWF;Male;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Yes;No
4193-IBKSW;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5377-NDTOU;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
5922-ABDVO;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;No;Yes
2474-LCNUE;Female;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Yes;No
0839-QNXME;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3506-OVLKD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9172-ANCRX;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes;Yes
6650-VJONK;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;No
2178-PMGCJ;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
7492-TAFJD;Male;Yes;No;DSL;Yes;Yes;Yes;No;No;No;No;No
2773-MADBQ;Female;No;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;No
6016-LVTJQ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7860-KSUGX;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;No;No
8966-KZXXA;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6910-HADCM;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;No;Yes
4816-LXZYW;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
9606-PBKBQ;Male;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
5149-QYTTU;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Yes;No
2070-XYMFH;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;No
2085-BOJKI;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;No
0817-HSUSE;Male;No;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;No
5442-PPTJY;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1927-QEWMY;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1663-MHLHE;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5663-QBGIS;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;No;No
4450-MDZFX;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;No;No
6701-DHKWQ;Female;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;No;No
7554-AKDQF;Female;Yes;Yes;DSL;No;No;No;No;No;No;No;No
3536-IQCTX;Male;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;No;Yes
4911-BANWH;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
8496-EJAUI;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
0794-YVSGE;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5423-BHIXO;Female;No;Yes;DSL;No;Yes;No;No;No;No;Yes;No
6908-VVYHM;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;No
2959-EEXWB;Female;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Yes;No
1839-UMACK;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3030-YDNRM;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
7321-KKSDU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3402-XRIUO;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
3132-TVFDZ;Male;Yes;No;DSL;No;No;No;No;Yes;Yes;Yes;Yes
8286-AFUYI;Male;No;Yes;DSL;Yes;No;No;No;No;No;No;No
8080-DDEMJ;Male;No;Yes;DSL;No;No;No;No;No;No;No;Yes
8356-WUAOJ;Female;Yes;Yes;DSL;No;No;No;No;No;No;Yes;No
6365-MTGZX;Male;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;Yes
1349-WXNGG;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
8058-DMYRU;Male;No;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;No
9350-ZXYJC;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6990-YNRIO;Male;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;Yes
8958-JPTRR;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6959-GQEGV;Male;No;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Yes;No
3173-WSSUE;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1265-HVPZB;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;No;No
4115-UMJFQ;Male;No;No;DSL;No;Yes;Yes;No;No;No;Yes;No
7369-TRPFD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1098-KFQEC;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7190-XHTWJ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0621-TWIEM;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;Yes
3537-RYBHH;Female;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Yes;No
2485-ITVKB;Female;Yes;No;DSL;No;No;No;No;No;Yes;Yes;Yes
3669-OYSJI;Male;No;Yes;DSL;No;No;No;No;No;No;No;Yes
1612-EOHDH;Female;No;Yes;DSL;No;No;No;No;No;No;No;Yes
6702-OHFWR;Male;No;No;DSL;No;Yes;Yes;No;No;Yes;Yes;Yes
5296-BFCYD;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
4510-PYUSH;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;Yes;Yes
9359-JANWS;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;No;No
7517-SAWMO;Female;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;Yes
4143-HHPMK;Male;No;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;Yes
3279-DYZQM;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7054-LGEQW;Female;No;Yes;DSL;No;No;No;No;No;No;No;Yes
0523-VNGTF;Female;No;No;DSL;No;Yes;Yes;Yes;Yes;No;Yes;No
9575-IWCAZ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7105-MXJLL;Female;Yes;Yes;DSL;No;No;Yes;No;No;Yes;No;No
7064-FRRSW;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
7940-UQQUG;Female;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;No
0923-PNFUB;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;No;Yes
3961-SXAXY;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;No
7010-BRBUU;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3566-HJGPK;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;No
3062-ICYZQ;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes;No
9938-PRCVK;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0973-KYVNF;Female;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Yes;No
5129-HHMZC;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;No;No
9637-CDTKZ;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
3946-JEWRQ;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;No
7873-CVMAW;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
0463-WZZKO;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3494-JCHRQ;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
6474-FVJLC;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
4524-QCSSM;Male;No;No;DSL;Yes;Yes;No;No;No;Yes;Yes;No
5832-EXGTT;Male;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Yes;No
8840-DQLGN;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Yes;Yes
2039-JONDJ;Male;No;Yes;DSL;Yes;Yes;No;No;No;No;No;No
7217-JYHOQ;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Yes;No
6695-FRVEC;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Yes;No
4547-LYTDD;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No;Yes
9894-QMIMJ;Female;No;Yes;DSL;No;Yes;Yes;No;No;No;No;No
8069-YQQAJ;Male;No;No;DSL;No;Yes;No;No;No;No;Yes;No
6770-XUAGN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
4193-ORFCL;Female;No;Yes;DSL;No;No;No;No;No;No;No;Yes
1636-NTNCO;Male;No;No;DSL;No;Yes;No;No;Yes;Yes;Yes;No
3466-WAESX;Male;No;Yes;DSL;Yes;Yes;No;No;No;Yes;Yes;No
9281-PKKZE;Female;Yes;No;DSL;No;No;No;No;Yes;Yes;Yes;No
3638-VBZTA;Male;No;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;No
7459-IMVYU;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;No
7776-QWNFX;Male;Yes;Yes;DSL;No;Yes;No;No;No;No;Yes;Yes
6689-TCZHQ;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;No;Yes
8563-OYMQY;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Yes;No
0754-EEBDC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5777-ZPQNC;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1951-IEYXM;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
3318-NMQXL;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;No
3143-ILDAL;Male;No;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Yes;Yes
1022-RKXDR;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2361-FJWNO;Male;No;No;DSL;No;Yes;No;Yes;No;No;No;No
2272-UOINI;Female;No;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;No
8232-UTFOZ;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3750-YHRYO;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6637-KYRCV;Female;Yes;No;DSL;No;Yes;No;No;No;No;Yes;No
5668-MEISB;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;No;No
0129-QMPDR;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7188-CBBBA;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;No
5356-CSVSQ;Female;No;Yes;DSL;No;No;No;Yes;Yes;No;No;No
3221-CJMSG;Male;No;Yes;DSL;No;No;No;Yes;No;No;Yes;No
4720-VSTSI;Female;No;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes;Yes
3219-JQRSL;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
2801-NISEI;Male;No;Yes;DSL;Yes;No;No;Yes;No;No;No;No
3946-MHCZW;Male;No;Yes;DSL;No;No;Yes;No;No;No;No;Yes
4623-ZKHLY;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6732-VAILE;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;No
8201-AAXCB;Male;Yes;Yes;DSL;No;No;No;No;Yes;No;No;No
7696-CFTAT;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1845-CSBRZ;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;No;No
2123-VSCOT;Female;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Yes;No
6651-AZVTJ;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
4566-GOLUK;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
2484-DGXPZ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
2018-QKYGT;Male;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;No
2792-VPPET;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7409-JURKQ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
3247-MHJKM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1964-SVLEA;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
4587-NUKOX;Female;No;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes;Yes
7297-DVYGA;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2239-CGBUZ;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
0854-UYHZD;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7243-LCGGZ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8267-KFGYD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
4890-VMUAV;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;No
9261-WDCAF;Male;No;Yes;DSL;No;No;No;No;No;Yes;No;No
3764-MNMOI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7442-YGZFK;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;No
0420-BWTPW;Male;No;No;DSL;No;No;No;No;No;No;No;Yes
8229-BUJHX;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7449-HVPIV;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Yes;No
5504-WSIUR;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Yes;No
8183-ONMXC;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;No;Yes
8466-PZBLH;Male;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;No
9614-RMGHA;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes;Yes
8735-IJJEG;Male;Yes;Yes;DSL;No;No;Yes;No;No;No;No;No
0564-MUUQK;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Yes;No
5054-IEXZT;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
5834-ASPWA;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
0701-RFGFI;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;No
0019-EFAEP;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Yes;No
5619-PTMIK;Female;Yes;Yes;DSL;Yes;No;No;No;No;No;No;No
3737-XBQDD;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes;No
5882-CMAZQ;Female;Yes;No;DSL;No;Yes;No;Yes;No;No;No;No
5846-QFDFI;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;No;No
4445-KWOKW;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;Yes;No
3511-APPBJ;Male;No;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes;No
7967-HYCDE;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No;No
2430-RRYUW;Male;No;Yes;DSL;Yes;Yes;No;No;No;No;Yes;No
3948-XHGNA;Male;No;Yes;DSL;Yes;No;No;No;No;No;Yes;Yes
3723-BFBGR;Male;No;Yes;DSL;No;Yes;No;No;No;No;No;No
0565-IYCGT;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes
5447-WZAFP;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
5110-CHOPY;Female;No;No;DSL;Yes;No;Yes;No;Yes;Yes;No;No
5445-UTODQ;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
4425-OWHWB;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7892-QVYKW;Female;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;No;No
9675-ICXCT;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;No
1024-VRZHF;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
4703-MQYKT;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9497-QCMMS;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
5692-ICXLW;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes;No
0602-DDUML;Female;No;Yes;DSL;No;Yes;Yes;Yes;Yes;No;No;No
2208-MPXIO;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
1960-UYCNN;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Yes;No
0348-SDKOL;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
3190-FZATL;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7336-RLLRH;Male;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;No;No
4373-MAVJG;Female;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;Yes
8901-HJXTF;Female;Yes;No;DSL;No;Yes;No;No;No;No;No;Yes
7710-JSYOA;Female;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Yes;No
5419-KLXBN;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;Yes
3424-NMNBO;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes
9885-MFVSU;Female;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Yes;No
4514-GFCFI;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
0607-MVMGC;Male;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;No;No
3365-SAIGS;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes;No
9828-AOQLM;Female;Yes;Yes;DSL;No;No;No;No;No;No;Yes;Yes
8022-BECSI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8000-REIQB;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
9993-LHIEB;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;No;No
0266-CLZKZ;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;No
7615-ESMYF;Female;Yes;No;DSL;No;No;No;No;Yes;Yes;No;Yes
3858-VOBET;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
7020-OZKXZ;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;No;No
3977-QCRSL;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0017-DINOC;Male;No;No;DSL;Yes;No;No;Yes;Yes;No;No;No
1447-PJGGA;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
8565-CLBZW;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;No;Yes;Yes
9139-WQQDY;Female;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;No;Yes
0224-HJAPT;Male;No;Yes;DSL;No;No;No;No;No;No;No;Yes
8086-OVPWV;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
9430-FRQOC;Female;No;Yes;Fiber optic;No;No;Yes;Yes;No;No;Yes;Yes
7639-OPLNG;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes;No
3074-GQWYX;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
1492-QGCLU;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;No
6845-RGTYS;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Yes;Yes
7328-OWMOM;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4418-LZMSV;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;No;No
5155-AZQPB;Female;Yes;Yes;DSL;No;No;No;No;No;No;No;No
8861-HGGKB;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;No;Yes
1087-GRUYI;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7065-YUNRY;Female;No;Yes;DSL;No;No;No;No;No;No;Yes;Yes
7694-VLBWQ;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;No;Yes
2546-KZAAT;Male;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;Yes;No
0181-RITDD;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No;No
5989-PGKJB;Female;No;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;No
4795-KTRTH;Female;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
8272-ONJLV;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No;No
1488-PBLJN;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
